tmid_id,Fiction,Romance,Animation,Music,Comedy,War,Horror,Western,Thriller,Adventure,Mystery,Science,Foreign,Drama,Action,Crime,Documentary,History,Family,Fantasy
tt0444682,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0419434,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0479537,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
tt0025335,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0462338,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0133170,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0455326,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0078326,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tt0064482,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0070351,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0105242,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0835787,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
tt0452702,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0427089,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0453451,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0419420,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0443473,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0338216,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0329737,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0075610,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
tt0432290,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0041958,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0469897,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0458364,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0403692,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0477731,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0471030,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0409904,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
tt0480025,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tt0491747,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0478337,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
tt0762111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
tt0059817,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
tt0040221,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0470705,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0444628,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0482930,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0494222,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0499455,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0496806,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
tt0465203,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0036807,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0299937,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0032981,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1028528,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0046248,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0027189,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0031235,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
tt0407998,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0461694,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0088693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
tt0046511,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0119040,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
tt0047152,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0100851,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0101324,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0011870,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0050567,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
tt0103640,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
tt0064855,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0314524,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0031619,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0829459,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0450385,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0795368,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0337978,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0765447,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0762107,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0089572,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
tt0109195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
tt0446687,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0432289,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0469689,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0052005,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0443455,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
tt0101500,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0065037,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0026643,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
tt0398963,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0457308,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0787475,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0423977,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0054286,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0430768,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0024353,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0402906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
tt0809407,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0088242,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0043567,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0488508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
tt0040242,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0432325,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
tt0431979,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tt0103595,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0419909,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0459880,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0424823,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0477078,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0462244,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0841044,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0074740,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
tt0804540,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0059106,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0792965,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1286600,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0069697,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0346952,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0783233,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0800022,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0454931,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0427528,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0061648,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0023940,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0465436,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0079182,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tt0452643,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0498120,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0048182,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tt0419984,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0758758,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
tt0492956,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0486640,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0857265,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0389722,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0804522,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0486572,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0059496,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0758732,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tt0756672,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
tt0464061,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0808417,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0454864,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0494834,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0067402,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tt0036692,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0391229,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0779982,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0906108,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0023236,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0079871,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tt0821470,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0388182,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0780583,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0765429,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tt0219171,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0799934,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0790706,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0439123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0072195,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0026267,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
tt0856052,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0484740,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0065391,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
tt0910873,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0494199,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0988102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
tt0425094,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tt0284363,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0878695,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0488478,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tt0792966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tt0937375,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0804516,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0385752,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
tt0757361,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0368794,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0103805,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0804555,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0438859,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tt0765120,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0064816,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tt0362538,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0937237,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0825232,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0036641,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
tt0070085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
tt0443844,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0810823,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0456121,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0058564,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0101595,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0478829,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0759612,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tt0460721,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0855824,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0070825,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
tt0841046,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0489458,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0461804,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0431308,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0988595,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0115950,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0339489,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0241663,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
tt0439547,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tt0051720,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0463850,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0424287,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0058275,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt1032856,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1038988,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
tt0065398,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
tt0356453,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
tt0345461,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0399095,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0063483,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0422401,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0887719,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0857295,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0480001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
tt0031851,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0011358,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
tt0017463,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0486578,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0462499,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0440846,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0480251,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0106579,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tt0086650,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0318590,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0800099,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0025004,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
tt0028141,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tt0780622,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0083296,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0497876,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
tt0494652,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0892375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0945356,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0034891,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0436607,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0078259,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0832266,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0018909,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0395421,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
tt0021508,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0425413,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0424430,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1097256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
tt0427582,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0463027,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0997047,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0813547,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0811138,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1166827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
tt0386820,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0486674,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0420740,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0918557,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
tt0453548,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0878652,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0419766,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0089904,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0914382,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0086102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
tt1023111,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
tt1032854,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
tt1002540,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
tt0018192,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tt0254252,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0419160,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0478087,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tt0473074,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0881200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
tt0091757,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0063278,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tt0489281,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0893382,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0056919,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0464955,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
tt0963794,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0481536,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0875113,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0070794,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1045670,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0815241,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0470732,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1111833,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0073240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
tt0028345,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
tt0032007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
tt0035419,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
tt0494271,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
tt0417871,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0926129,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0866439,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0475984,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0497323,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
tt0281680,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0936501,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0826711,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
tt0802948,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tt1033643,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0482463,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0367882,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
tt0469099,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0893509,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0940620,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0052724,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
tt0487273,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0768120,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0233809,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
